ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
770,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,2,304,734
771,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,2,304,665
772,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.css,200,,2,303,202
773,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,3,313,230777
775,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/favicon-16x16.png,200,,2,304,665
774,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,3,306,152059
776,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/index.html,200,,2,304,734
777,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,2,335,612
778,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,10,314,1418005
779,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,3,313,230777
780,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,4,306,152059
781,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
782,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,2,335,612
784,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,4,313,230777
785,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-initializer.js,200,,2,335,612
786,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,10,314,1418005
787,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,3,313,230777
788,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,3,306,152059
789,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,13,314,1418005
790,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,6,313,230777
791,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui.css,200,,5,306,152059
792,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-standalone-preset.js,200,,3,313,230777
793,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,2,194,99
795,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,10,314,1418005
796,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,14,314,1418005
797,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,11,314,1418005
798,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,2,194,99
800,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,10,314,1418005
801,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui/swagger-ui-bundle.js,200,,10,314,1418005
802,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,2,194,99
804,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,2,194,99
806,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
808,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,13,194,99
810,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,2,194,99
812,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,5,194,99
814,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,4,194,99
816,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
817,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,2,194,99
818,Wed Oct 29 00:23:18 UTC 2025,Wed Oct 29 00:23:18 UTC 2025,GET,http://host.docker.internal:8081/swagger-ui,404,,3,194,99
